Candidate_ID,Category,Similarity_Score,Skill_Match_Score,Matched_Skills,Missing_Skills,Final_Score
18067556,INFORMATION-TECHNOLOGY,8.112177355663402,33.33333333333333,3,6,23.244870942265358
83816738,INFORMATION-TECHNOLOGY,6.815300862833968,33.33333333333333,3,6,22.726120345133584
13405733,INFORMATION-TECHNOLOGY,4.6820080703030555,33.33333333333333,3,6,21.872803228121217
33381211,INFORMATION-TECHNOLOGY,2.1733883497954376,33.33333333333333,3,6,20.869355339918172
20824105,INFORMATION-TECHNOLOGY,11.576106000449652,22.22222222222222,2,7,17.963775733513195
29051656,INFORMATION-TECHNOLOGY,5.529384238359519,22.22222222222222,2,7,15.54508702867714
10265057,INFORMATION-TECHNOLOGY,5.357426386006016,22.22222222222222,2,7,15.476303887735739
22776912,INFORMATION-TECHNOLOGY,4.220373843603091,22.22222222222222,2,7,15.02148287077457
12763627,INFORMATION-TECHNOLOGY,3.929044970753585,22.22222222222222,2,7,14.904951321634766
16186411,INFORMATION-TECHNOLOGY,3.5217179024064995,22.22222222222222,2,7,14.742020494295932
26746496,INFORMATION-TECHNOLOGY,3.3960485191742946,22.22222222222222,2,7,14.69175274100305
20674668,INFORMATION-TECHNOLOGY,2.589239190644637,22.22222222222222,2,7,14.369029009591188
51639418,INFORMATION-TECHNOLOGY,2.4187828230868647,22.22222222222222,2,7,14.300846462568078
41344156,INFORMATION-TECHNOLOGY,2.017024002635609,22.22222222222222,2,7,14.140142934387576
19796840,INFORMATION-TECHNOLOGY,1.6982235906748406,22.22222222222222,2,7,14.012622769603269
31111279,INFORMATION-TECHNOLOGY,1.5322070777864496,22.22222222222222,2,7,13.946216164447913
90867631,INFORMATION-TECHNOLOGY,1.167636777252931,22.22222222222222,2,7,13.800388044234504
36434348,INFORMATION-TECHNOLOGY,4.57164976171575,11.11111111111111,1,8,8.495326571352965
13385306,INFORMATION-TECHNOLOGY,4.263300712414694,11.11111111111111,1,8,8.371986951632543
12635195,INFORMATION-TECHNOLOGY,4.118456243268567,11.11111111111111,1,8,8.314049163974094
28126340,INFORMATION-TECHNOLOGY,4.076141489759609,11.11111111111111,1,8,8.29712326257051
30223363,INFORMATION-TECHNOLOGY,4.006493296913901,11.11111111111111,1,8,8.269263985432227
79541391,INFORMATION-TECHNOLOGY,3.9971188296814244,11.11111111111111,1,8,8.265514198539236
29975124,INFORMATION-TECHNOLOGY,3.8507915081938586,11.11111111111111,1,8,8.20698326994421
18187364,INFORMATION-TECHNOLOGY,3.839653107608717,11.11111111111111,1,8,8.202527909710152
20001721,INFORMATION-TECHNOLOGY,3.7067596596235313,11.11111111111111,1,8,8.149370530516078
24038620,INFORMATION-TECHNOLOGY,3.013562105804894,11.11111111111111,1,8,7.872091508988624
70089206,INFORMATION-TECHNOLOGY,2.8006503062353367,11.11111111111111,1,8,7.786926789160801
14789139,INFORMATION-TECHNOLOGY,2.4698768736501813,11.11111111111111,1,8,7.654617416126738
27536013,INFORMATION-TECHNOLOGY,2.3760787040964835,11.11111111111111,1,8,7.61709814830526
10247517,INFORMATION-TECHNOLOGY,2.329007833856001,11.11111111111111,1,8,7.598269800209066
26480367,INFORMATION-TECHNOLOGY,2.1387704244815358,11.11111111111111,1,8,7.52217483645928
13836471,INFORMATION-TECHNOLOGY,2.101705954831183,11.11111111111111,1,8,7.507349048599139
10553553,INFORMATION-TECHNOLOGY,2.005683387981351,11.11111111111111,1,8,7.468940021859207
39413067,INFORMATION-TECHNOLOGY,1.9739120303681548,11.11111111111111,1,8,7.456231478813928
25959103,INFORMATION-TECHNOLOGY,1.9701299467015727,11.11111111111111,1,8,7.454718645347295
29075857,INFORMATION-TECHNOLOGY,1.948483112773397,11.11111111111111,1,8,7.446059911776025
18301617,INFORMATION-TECHNOLOGY,1.9256243938416537,11.11111111111111,1,8,7.436916424203328
18176523,INFORMATION-TECHNOLOGY,1.8971150009395528,11.11111111111111,1,8,7.425512667042487
11957080,INFORMATION-TECHNOLOGY,1.85307541821693,11.11111111111111,1,8,7.407896833953438
32959732,INFORMATION-TECHNOLOGY,1.8429476123919388,11.11111111111111,1,8,7.4038457116234415
37764298,INFORMATION-TECHNOLOGY,1.7208798321996899,11.11111111111111,1,8,7.355018599546542
28897981,INFORMATION-TECHNOLOGY,1.6942992267070793,11.11111111111111,1,8,7.344386357349498
27295996,INFORMATION-TECHNOLOGY,1.6729926247107594,11.11111111111111,1,8,7.3358637165509695
20879311,INFORMATION-TECHNOLOGY,1.638345288509984,11.11111111111111,1,8,7.3220047820706595
15651486,INFORMATION-TECHNOLOGY,1.5847767515581905,11.11111111111111,1,8,7.300577367289942
57002858,INFORMATION-TECHNOLOGY,1.556657347963163,11.11111111111111,1,8,7.289329605851931
15118506,INFORMATION-TECHNOLOGY,1.507559604483504,11.11111111111111,1,8,7.269690508460068
11580408,INFORMATION-TECHNOLOGY,1.4831693099312644,11.11111111111111,1,8,7.259934390639172
46260230,INFORMATION-TECHNOLOGY,1.4141220146028368,11.11111111111111,1,8,7.232315472507801
91697974,INFORMATION-TECHNOLOGY,1.2946584662594756,11.11111111111111,1,8,7.184530053170456
64017585,INFORMATION-TECHNOLOGY,1.1959139043329305,11.11111111111111,1,8,7.145032228399838
31243710,INFORMATION-TECHNOLOGY,1.1825654571219324,11.11111111111111,1,8,7.1396928495154395
18159866,INFORMATION-TECHNOLOGY,1.122727884764049,11.11111111111111,1,8,7.115757820572286
10089434,INFORMATION-TECHNOLOGY,1.0489264149592565,11.11111111111111,1,8,7.086237232650369
37242217,INFORMATION-TECHNOLOGY,1.0290761648075997,11.11111111111111,1,8,7.0782971325897055
20024870,INFORMATION-TECHNOLOGY,0.9859300767614944,11.11111111111111,1,8,7.061038697371264
11584809,INFORMATION-TECHNOLOGY,0.9647061686831924,11.11111111111111,1,8,7.052549134139943
17111768,INFORMATION-TECHNOLOGY,0.8271560741224031,11.11111111111111,1,8,6.997529096315628
17688766,INFORMATION-TECHNOLOGY,0.6954649993186734,11.11111111111111,1,8,6.9448526663941355
24020470,INFORMATION-TECHNOLOGY,0.65750302396711,11.11111111111111,1,8,6.92966787625351
10840430,INFORMATION-TECHNOLOGY,0.5311305398897234,11.11111111111111,1,8,6.8791188826225556
20237244,INFORMATION-TECHNOLOGY,0.4929813613561833,11.11111111111111,1,8,6.86385921120914
10641230,INFORMATION-TECHNOLOGY,0.42666348673843085,11.11111111111111,1,8,6.837332061362038
27770859,INFORMATION-TECHNOLOGY,0.3777563926096226,11.11111111111111,1,8,6.817769223710515
25990239,INFORMATION-TECHNOLOGY,8.35369328443526,0.0,0,9,3.341477313774104
18752129,INFORMATION-TECHNOLOGY,4.28811073966036,0.0,0,9,1.715244295864144
26801767,INFORMATION-TECHNOLOGY,4.231133644451858,0.0,0,9,1.6924534577807433
22450718,INFORMATION-TECHNOLOGY,4.1545673321756125,0.0,0,9,1.661826932870245
27485716,INFORMATION-TECHNOLOGY,3.4473882598471173,0.0,0,9,1.378955303938847
28035460,INFORMATION-TECHNOLOGY,2.8961834762524536,0.0,0,9,1.1584733905009814
23864648,INFORMATION-TECHNOLOGY,2.729398140224311,0.0,0,9,1.0917592560897245
68460556,INFORMATION-TECHNOLOGY,2.569216023604275,0.0,0,9,1.02768640944171
36856210,INFORMATION-TECHNOLOGY,2.5577772150414297,0.0,0,9,1.0231108860165719
89413122,INFORMATION-TECHNOLOGY,2.2889491530150075,0.0,0,9,0.915579661206003
91635250,INFORMATION-TECHNOLOGY,2.077936641028852,0.0,0,9,0.8311746564115409
52618188,INFORMATION-TECHNOLOGY,1.8398903166305596,0.0,0,9,0.7359561266522239
20408458,INFORMATION-TECHNOLOGY,1.8127695123863214,0.0,0,9,0.7251078049545286
27372171,INFORMATION-TECHNOLOGY,1.7614814403511765,0.0,0,9,0.7045925761404707
66832845,INFORMATION-TECHNOLOGY,1.7539199483834276,0.0,0,9,0.7015679793533711
